Twitler,Durum
"trendyol coktun mu be o kadar reklam yapiyosun sepete urun ekleyemiyoruz 
",0
istediklerinizi aldiktan sonra musaade ederseniz bir kac sey almak istiyorum arkadaslar cokerttiniz uygulamayi ,0
biktim her ay yalan dev indirim guneri yapmanizdan ve gozumuzun bebegine kadar sokmanizdan   ,0
 coktunmu cicegim noldu uzuyorsun ,0
sepete urun eklerken sizde de hata veriyor mu ,0
trendyolda o mu bu mu diyerek doldurdugum sepetim hangisine karar vereyim derken bosaldi kanser ettin beni ,0
"arkadaslar rahat birakin 2 dakika bir sey alip cikicam ben pls 
",0
"trendyol super indirim gunlerine cok az kaldi urunlerimiz muhtesem indirimlerle orada olacak nefesler kesildi heyecanla bekliyoruz 

 ",0
"trendyol 
arkadaslar sistem coktu arkadaslar
berat albayraka bunu nasil aciklayacagiz arkadaslaaarrr ",0
el birligiyle  cokerttik ,0
"al girdin ya almiyorum hic bir sey 
",0
coktun anneemm ,0
 coktu sanirim,0
cortladin trendyol  o kadar parayi tv reklamlarinda unlulere dokecegine asiri yuklemeyi kontrol altina alacak sistemlere odaklansan  ,0
 coktu mu ya sistemsel hata diyip duruyo hicbirsey yapilmiyor sepete ulasamiyorum  duy sesimi  trendyol,0
 coktu hani millette para yoktu  gizli zenginler sizi ,0
" coktu mu ben de sistem hata veriyor
",0
fiyati  2 katina cikarip indirim adi altinda ustunu cizip  asil fiyatina  indiren  yalanina kanmayan kac kisiyiz soyleyin  de sayimizi bilelim,0
 u azcik salin yaaa bir seye bakip cikicam  erisim saglanmiyor diyor surekli ,0
"trendyol sayesinde gece gunduz sans melegim sarkisini soyluyorum
",0
"bi ders secimleri bi trendyol indirim gunleri coken sistem beni bulur

",0
bu  bu   bu kadar reklamin parasini kimden cikartacak cok merak ediyorum sahsen,0
sepetimden urunler yok oldu  trendyol noluyor,0
 dunyanin yazilimcisi calisiyor bangir bangir reklam yapiyorsunuz uygulama daha sepete urun ekleyemiyor ,0
 9101112 kasim tarihlerinde 4 gun boyunca surecek  gunleri basladi hangi urunlerde indirimler olacak iste detaylar ,0
 su sistemindeki hatayi hemen duzelt baliim her dakika sepetimdeki urunler duruyor mu diye giriyordum simdi o da olmuyor cabuk cabuk,0
super indirimler var ama siz nasilsa alamazsiniz der gibiler kampanya yap ve daha ilk anda sistemin coksun anlamak zor trendyol  ,0
niye coktu site ya ,0
 reklaminda oynamayan unlu kaldi mi,0
"cevremdeki uc yazilimcidan biri da calisiyor ancak sistemleri yine de duzgun calismiyor
indirim oncesi urunlerin stoklari bitti sepete ekledigim favoriye aldigim tum urunler birden yok oldu 
yine fiyasko",0
" afedersinde sistemine 
sistemde hata var sistemde hata var ",0
  an itibariyle coktu,0
 trendyol hicbir seyi sepete ekleyemiyorum sistemsel hata diyor,0
 adam lutfen pesimi birak ,0
gerizekali misin sen trendyol 1 haftadir bekledigim cantanin fiyatini indirimde 2 katina nasil cikarirsin ,0
o kadar sepet yaptik be   sepetimi geri ver trendyol,0
bir de robot supurge alip cikacagim  rica ederim 5 saniye salin siteyi ,0
 cokmus ,0
"hep ayni seyi yapiyorsun ama
 ",0
ya sistem kitlenmis saka mi bu napiyorsunuz siz  1 tanecik urun alacaktim acilmiyor   ,0
arkadaslar  u bi salin ceyiz alacaz ne cabuk cokerttiniz ya hu daha baslamadan,0
"yaaa urunleri sepete atamiyom
trendyol  ",0
bu super indirim yalanlariyla en cok unluler kazandi herhalde reklamlarda oynamayan unlu kaldi mi acaba    ,0
 coktu diye girmistim halbuki ,0
dun aksam 3599 tl olan urun bugun 15999 tl hem de indirimli ,0
lan yillar sonra bir seyler alicaktim uygulamayi niye cokturdunuz zalimler ,0
912 kasim da telefonum bozulsun internetim kopsun  ,0
 sizin yapacaginiz isin   sistem hatasi aliyorum istedigim urunun bedeni biterse o zaman gorusecegiz,0
eveeet trendyol coktu bizim neyimize zaten bir kiyafet bakmak  kendine gelene kadar tukeniyor where is the adalet ,0
 indirim basladi trendyol coktu ,0
sepetim nereye gitti aloooo  ,0
"nolur trendyola  bi 10 dk girmeyin sepetimi onaylayamiyorum 
trendyol  ",0
  coktu,0
"trendyol coktun galiba 
 ",0
gunlerden yine  indirim gunu yine sistem coktu ,0
heyyyyy yine mi coktun ,0
trendyol indirim reklamini o kadar saglam yaptin ki indirim basladigi an sistem coktu gunlerdir bosuna reklam izledik agliyorum  ,0
bi beni oynatmadin reklaminda  ,0
siparisini veren ciksin kasiyo ,0
bu kadar sovu sadece 10 lira icin mi yaptin ,0
hackerlar saldiriyor sanmistik meger bizim musterilermis  ,0
bangir bangir reklam verdiniz coktunuz dk 1  trendyol,0
"uygulama coktu allahim imdat 
",0
ya uf cokturdunuz  u cikin cabuk,0
"indirim baslayli daha on onbes dakika oldu  ne ara sistemi cokertiniz beee daha bisey almadim sepette kaldilar yaaagggg  
 ",0
seni gebertirim  ne demek sepetiniz bos ,0
trendyol cokmus arkadaslar hadi hayirli ugurlu olsun trendyol ,0
sabah baktigim abajur aksam indirime yakin zamlanmis o kadar mega indirim kolpasi neden  adam sikiyoruz diye reklam yapin bence    ,0
bu nedir photoshop mu cekim acisi mi  ,0
coktu  ,0
 adam lutfen pesimi birak daha fazla reklam gormek istemiyorum ,0
size ufak bir oyun gostereyim  ben bu telefonu alali 9 gun oldu 3868l den aldigim urun muhtesem kasim ayagina 3909 tl de muhtesem indirim diye satiliyor      ,0
trendyol bu sefer gercek indirim mi yapacaksin yoksa yine fiyatli sisrip normal fiyatina indirince indirimmi diceksin   ,0
benim gibi kac garibana bu msji attin itiraf et   ,0
"dustuk yine indirim agina allah sonumuzu hayrede  
",0
kasim firsatlari adi altinda normalde fiyati sabitken indirim olmasi gereken fiyati zam yaparak biz musterileri ne yerine koyuyorsunuz merak ettim  ,0
" 
indirim yapmak icin ilk once zam yapmisin ho  ne gondikcisin lakin takdir ettim uzun suredir sepetimde olan urunlerin indirim oncesi fiyatini bilmesem valla inanirim",0
"trendyol nenvarquzumm ozrun kabahatinden buyuk
yemisim senin serbest piyasa ekonomini
utanmadan da laf yetistiriyorsun
bindirimli indirimin kitabini yazdin ",0
tamam anladik indirimdesin uf ,0
 hala hersey cok pahali nerede buyuk indirim ,0
allah askina su  indirim reklamlari bitsin alacagim varsa da vazgeciyorum ya telefonu kapatiyorum bilgisayarda onu kapatiyorum televizyonda her yerden sardilar,0
seni tanimadan once cok zengindim ,0
"ekonomi batti diye zirlayanlar suan  indirim ruzgarinda savruluyor bir sumuklu mendil gibi
",0
ben iki dakika su ceketi alsam da cikiversem indirimden ,0
 insanlari salak yerine koyuyor gunlerdir reklamini yaptigi indirimde eski olarak gosterdigi fiyat aslinda yalan daha dun baktigim sey 60 tl ama sitede 120 falan yaziyor ne kadar sacma sapan is,0
 da 2000 tl ye yakin urun sepete ekledim alacagimdan degil ama iste insan kombin yapiyor sepete atiyor ,0
bir tane daha  indirimi gorecek halim kalmadi,0
 1 yil icinde hic bir sey degismedi bu sene de param yok insallah seneye,0
trendyol oyle bir reklam yaptin ki alacagim her seyi erteledim geceyi bekliyorum umarim guzel indirimler yapmissindir   ,0
trendyol kanka ne abarrtin bu kasim indirimini tum unluleri oyantmis bi de reklamlarda sakin ol alisveris yapabilen zaten aliyo ama ulkenin hali ortadayken indirim de indirim diye buyutmenin ne mantigi var ,0
goya indirim yapiyoruz diye milleti kandiriyorsunuz sabah 129 tl olan cantanin fiyatini oglen 279 tl ye cikardiniz simdide 139 tl ye dusurdunuz simdi indirim mi yaptiniz  insanlari sadece kandirmaca ,0
onur senin paran yok trendyol indirimleri seni ilgilendirmez bakip durma artik ,0
reklamlarin cidden baydi ,0
trendyol cok reklam yaptin kardesim indirim gibi indirim yapmazsan sikinti buyuk ,0
9 kasimda uyuyup 12 kasimda uyanmak istiyorum ,0
  indirim reklamlarinizdan biktik vallahi ya hayir indirim olsa yine iyi bindirim yapip indirim diye yutturuyosunuz allahtan onceki fiyatlari da goruyoruz bu resmen aldatmacadir,0
 beni fena kandiriyorsuun sepete eklediklerimi almaya kalkarsam ay sonuna kadar ac gezicem mecbur ,0
yarin  indirimi basliyormus ne alsam diye dusunurken neyse zaten okul acilmiyo evde mi giyc,0
tesekkur ederim  cugum her iki urunu de satistan kaldirmis iste bu,0
"trendyol indirim yapmis ama bnm istediklerimden biri bile inmemis
2019 da da inmemisti
napalim kismet 2021 indirimine
",0
oyuna gelmeyelim 10 gun sonrada black friday diye anamizi aglatcaklar  ,0
sevgili trendyol  senin indirimin senin olsun 160 tllik ayakkabiyi sepete attim  2 saat sonra 190 yaptin  bide firsat urunu diye etiket yapmissin  iyi misin indirim ne biliyon mu sen   ,0
ben yandim siz yanmayin  trendyol  ,0
insallah indirimler gercekten superdir  trendyol,0
her yerdesin   son bombasi kenandogulu,0
trendyol aylardir bilgilendirme yapiyorum bir kez bile donus yapilmadi  ,0
hic birseyi beklemedim senin indirimini bekledigim kadar ,0
askida   askida  kampanyasi fikri  ama olmaz ki bu fikir  e karsi asla yapilmaz,0
"trendyoldaki  butun favori urunlerim tukenmis  benim icin kasim indirimi baslamadan bitti  aw
",0
trendyolda favorilediklerimin hepsi tukenmis inanmiyorum indiriminize falan yalan dolansiniz ,0
eskitvitler yine maas gidecek anlasilan ,0
trendyol  da  yaklasik bir aydir  58 tl olan  urun  takibimde  muhtesem bas bas bagirilan kasim indiriminde fiyati yukseltilip indirim yapilmasina  ragmen  76 tl olmus  bu kadar  insanlari  reklamlarinizla  goz gore  gore  kaziklamayin  durust saticilar  olun  ,0
indirim oncesi sepetime ekledigim tum urunlerin stoklari bitmis indirim yok bindirim var ,0
4 liram var ama benim de buyuk indirim icin favladigim seyler oldu ,0
daha indirim baslamadan trendyol favorilerimin hepsi tukendi  ,0
"trendyolun reklam vermedigi alan bir alnim kaldi galiba 
",0
haftalardir kalplediklerimin stoga gelmesini beklemekten cigerim soldu sayfa yenilemekten parmaklarim koptu ,0
bak simdi ilgimi cekti bu  indirim gunleri  ozgecangurel sen de oradaysan   ,0
yemeyip icmeyip indirim mi kovaladiniz ya favladigim ne varsa hepsi tukenmis 2 saat once duruyordu vay vicdansizlar  o kadar reklam yaparsaniz olacagi bu,0
 buyuk indirim diye takip amacli bir kac urunu favorilere ekledim ve bekledim indirimden 1 gun once hepsine zam geldi,0
super indirim nerelerdeydin diye mirildanmaya basladim jsjejedj ,0
 buyuk indirimden oncede indirim yapiyor favorilerimdeki tukenicek diye geriliyorum,0
hesabimdaki para ve kredi kartinin son kurusuna kadar harcadiysam artik silebilirim  u,0
trendyol surekli reklam veriyoda bi sor bakalim paramiz var mi ,0
 once fiyatlari bindirip sonra indirim yapiyorlar asla ucuzluk yok ,0
fiyatlari once arttirip sonra dusuren 912 kasim indirimiiii bu gece basliyor ,0
trendyol evde kargo bekleme donemini sona erdiriyor  ,0
 favorilerimdeki cogu urunun fiyati artmis bi cogu da tukenmis ne hos,0
"hayatim film seridi gibi gozumun onunden gecerken bile arada trendyol reklami efsane firsatlarlariyla karsima cikar
",0
fiyatini bilmedigimiz ama ihtiyacimiz olan her seyde bize nasil kitliyolar gorun istedim  haksiz fiyatlandirmalari gor ,0
"kapiyicekmeceyi acincasifonu cekincedus telefonundan bile her yerden  hepsiburadatrendyol efsane kasim kampanyalari karsima cikiyorlan para yok para
  ",0
 indirim yaptin ama hic soruyor musun kardes cepte para var mi diye ,0
odadan cikmama karsilik babamdan 100 tl lik  ceki aldim,0
"hala trendyol cvp vermedi donmedi de
   trendyol",0
"gulglcn44 ismettelci valla dogru demis babaniz 3 urun favorilere eklemistim ben fiyati dusecek derken bir de baktim dun gece fiyatlari yukselmis 
 
trendyol aklimizla yeterince alay ediliyorsiz etmeyin bari",0
dun 30000 tl ye gordugum urun bugun 50 indirimle 40000 tl olmus super indirim devam ediyor ,0
trendyol da begendigim botlarin hic birinde numaram kalmamis  ,0
da 2el satisi uzun suredir mi var yoksa ben yeni mi gordum  diye  uygulamasina yonlendiriyor,0
912 kasimi beklemek istemiyorum trendyol beni bir sal ya instagrama girmeyim diyorum sms atiyorsun film izleyimmuzik dinleyim diyorum zorunlu reklam olarak giriyorsun boyle giderse yarin yemegimin icinden de cikarsin sen ,0
o yuzden diyorum ki 912 kasim da trendyoldan alisveris yapip bu cakallara para kazandiran da ne bileyim hadi bakalim  ,0
ekim ayinin sonunda 5050 tlye aldigim telefon su an efsane kasim indirimlerinde 5100 tl devletin bu yalandan indirim aldatmacasina mudahale etmesi gerekiyor saticilar tuketicileri aldatma pesinde   ,0
o kadar rezilsinizki kim bilir kac kisi bu sorunu yasadi siparisinden farkli bir sey gonderildi bunu yazdilar ve yayinlamadnizbizde bilmedigimz icin buralardan alisveris yapiyoruz bu yorumda ne var yayinlamayacak para iademi alip uyeligimi sonlandiriyorum   trendyol ,0
"   ve digerlerinin indirim gunleri icin fenomenlerle cektigi reklamlarin zirt pirt karsima cikmasindan biktim bi salin ya
ha bi de onlar nasil  ya",0
trendyol musteriden parayi alip teslim edilmesi gerek zaman icinde teslim etmeyip 10 gundur surekli telefonda cozum arkadaslarimiza ilettik diyen musteriden parasini alip urunu teslim etmeyen firma,0
bu gece baslayacak  indirimi icin max alisveris limitimi hesapliyorumdur trendyol ,0
urunlerin fiyatlarini arttirip indirim baslayacagi zaman normal fiyatinin bile uzerinde satmaya calismak harika bir strateji   aynen boyle devam cicegim,0
favorilerime attigim tum urunlerin fiyati 2 katina cikmis yarin da indirim diye tekrar ayni fiyatina indireceksiniz vallahi yatacak yeriniz yok trendyol  ,0
trendyol 6 aydir iletiyorum siparis numarasini ancak sorunum kesinlikle cozulmedi teslimat numarasi 441581029 umarim bir an once problemimi cozersiniz ,0
oldum olali nedense  a mesafeliyim hele ki pandemi basladiginda  makarnaya 45 tl fiyat ile satis yaptirdiklarinda iyice ayar oldum sonrasinda o mide bulandirici cocuk tacirligi imali ilanlar derken suanda bizi maruz biraktiklari reklam bombardimanindan dolayi,0
trendyol vallahi ezberledik indirim gunlerini vallahi yeter her yere reklam koyamazsiniz yaaa  ,0
trendyol batagina dusmeye hazir misiniz arkadaslar ,0
trendyol dr_sniper71 benim tv deki sorunumda da aynisini yaptiniz tv servis cagirip kursun dediniz sonra kutu acildigi icin almadiniz nasil bir firmasinin  ,0
normal fiyattan favladim suan mevcut fiyatin 2 katina yukselttiniz 912 kasim arasida da mevcut fiyatina mi cekeceksiniz komik  trendyol ,0
dolandiricilik degil mi bu  ,0
trendyol diye bir bataklik var allah dusurmesin asla tedavisi yok ,0
buradan kasim ayi indirimleri ile ocagima incir agaci dikmeye and icmis    ve  yoneticilerine sevgilerimi yolluyorum ,0
trendyol sevgili trendyol 6 aydir suren problemimi cozume kavusturur musunuz ,0
trendyol fiyatlari simdiden sisirmis daha 3 4 gun once fiyati 239 du  he yavrum he he canim trendyolum  ,0
trendyoldan indirimde alayim diye sepete dun koydugum 370ten 300e dusmus olan kulaklik indirim baslayinca 500den 400e dusmus gibi gozukuyor adam mi sikiyosunuz anlamadim ki ,0
"her yer  reklamlariyla doldu tasti o kadar buyuk bir indirim mi olacak gercekten
bakiyorum uygulamaya ama bir sorun var bir sey bulamiyorum 
ya hicbir seye ihtiyacim yok ya da hevesim
ne olduguna karar veremedim henuz",0
bazi insanlar  reklamlari gibi,0
 indirim varmis gibi gostermesi nasil bir olay ya indirim saatinden once 100 lira olan sey indirim saatiyle 300 tl den 155 tl ye iniyor ne guzel is,0
kdrbluem sormaya tv tlfon ikide bir  cok sacma,0
az once bi alisveris uygulamasinda 2 el az kullanilmis lense denk geldim bildigimiz lens 100 miyop olan saka mi bu   ,0
trendyol bu kadar reklam neydi ya bise alasimda varsa zitlandim almayacam bi sakin ol bu sitenin adi trend yol da benmi sadece trendi ol olarak biliyorm reklamlarda unluler bile baya trend yol diyolar  ,0
daha ne kadar batirabilirsin ki beni  ,0
almadigim birsey kalmadigi halde bitmek bilmeyen favori listesini duzenledik bekliyoruz   trendyol ,0
ne indirimmis arkadas kafami nereye cevirsem  reklamlariyla karsilasiyorum herkes hunharca reklam yapiyor resmen neyin kafasiiiii alooo,0
"her yerde trendyol var her yerde
 ismimden cok trendyol kelimesini duyuyorum
bu nece bir reklam yapmaktir
",0
bir kargo personeli olarak trendyol indirimlerinden sonra muhtemelen bende boyle hissedecem   ,0
ne reklam yaptin be indirimde indirim benim gibi fakir insanlarinda alisveris yapacagi hayali geldi bir ara  trendyol  ,0
 un da super indirim gunleri varmis yalaninizi sevsinler levis pantolonu 580 lira yazmislar ulan levis in kendi sitesinde 300 lira ,0
sakin trendyol dolaptan alisveris yapmayin dolaptan siparis verdiginizde trendyol sizi dolap ile basbasa birakiyor ama o telefon sesli yanit veremiyor ve yazili istiyor sakin trendyol ve dolaptan alisveris yapip sinir hastasi olmayin   trendyol dolap_com,0
 param yok paramm bildirim gonderme,0
 buyuk indirimi bekliyorum uykum geldi ama dukkanlar bosalir diye uyumuyorum degerini bil,0
 kusacagim artik biktim reklamlarinizdan antipatik geliyorsunuz bu kadar reklamla,0
telefonumu kaldirip bi yerlere firlatmadan once su 912 kasim trendyol indirim ayagina gecirme gunleri bi bitseydide rahatlasaydim bu kadar reklam olmaz lannn,0
off evet lutfen artik beni ve kredi kartimi sal  cunkiiii cok guzel seyler var hepsini alasim geliyor ,0
 hani bu indirimler  ben anlamadim indirim kasmaktan netimi yedin ,0
un  9101112 kasim reklaminda oynamayan uc bes kisiden birisiyim,0
 ve  reklamlarindan gina geldi artik yeter kardesim salin bizi artik yeter ulan,0
trendyol da indirm olmadigini duymayan kalmadi herhalde biktik reklamlardan yeter ,0
 efsane gunleri mi  yazik size cok degil 1 hafta arayla olan fiyatlamalar ,0
 da  reklami gormekten biktim,0
ben en iyisi ayin 9da  uygulamasini sileyim ,0
trendyol pesimi birak ,0
   reklamlarinizdan bunalti geldi sirf su reklamlar yuzunden alacaklarimdan da varzgectim ayrica milleti de yemeyin indirim falan yapildigi yok acik acik  kaziklamaya devam ediyoruz diyebilirsiniz,0
biran once su  indirim gunleri gecsin de muziginden kurtulalim,0
 reklamlarinin her mecrada gosterim sikligi sikici olmaya basladi ,0
 baydin artik bu kadar da reklam yapilmaz ki,0
trendyolun satin almadigi unlu var mi ,0
gozlerimi kapatinca  ve  bildirimleri almaya basladim yeter artik  ,0
bence   reklamlari  premium kullanmak icin zorluyor,0
 indirim reklamlarindan fenalik geldi ,0
 reklamlarindan nefret edem  bir tek ben miyim her yerde her saniye yildum da,0
sunu ogrenin fiyatlari arttirip dusuruyorlar bizede indirim diye yutturuyorlar 3 sene once gercekten indirimdi birde tum giciklari reklama almislar ,0
bu kadar unlu ile reklam yapacagina gercekten efsane indirim yapsan da bize bi yararin olsa biktirdiniz ,0
 a karsi ne kadar unlu varsa  reklam icin tutmus tum olanlar unutulmus ,0
hay trendyolunuza da size de kenan dogulu bi de sarkisini coverlamis yanarim yanarim ona yanarim ,0
"trendyola simdiden giremiyorum 
",0
issizlik gelecek kaygisi akademik basarisizlik pandemi bunalimlar zamlar kislik kiyafet gerekliligi ellerimden kayip giden gencligim  ve  reklamlari bobregi kac tl ye aliyorsunuz abi,0
bir tane daha  reklami gorecek takatim kalmadi kusacam ,0
trendyol indirimi diye annemle bir seyler bakiyordukbana diyor ki benim tat salcaya ihtiyacim var ndbsvjbkajn ,0
"yeter midem bulandi bangir bangir ordan burdan firlayan  reklamlarinizdan  boyle iticilik gormedim 
 
  ",0
saka gibi dun favarilere attigim pantolon 48 l bugun 120 l olmus meshur kasim indirimin de onu yuzde elli indirimli bahanesiyle 60 l yapacaklar korkulur bu  dan ,0
bu     vb turevleri insani hasta eder gt,0
cediosman bile trendyol indirim reklaminda trendyoldan korkmaya basliyorum ,0
"allah rizasi icin butun reklamlarda sizi gormekten biktim

reklamcilara da burdan sesleniyorum her bkta bu kadinla bu adami oynatmaktan vazgecin oyuncu mu yok kadrolu reklamci gibiler resmen ikiside birakmayi dusunmuyorlar bi gidin yaa

   
  ",0
 adamlar o kadar emin ki kasim kasim diyerek hepimizin cebini bosaltacagindan butun unlulerle reklam filmi cekseler kazanacaklarindan hicbir sey kaybetmeyecekler,0
dolar euro almis basini gitmis zaten bizim unluler de alisveris yapalim diye reklamlar da paralaniyor baslayacam indiriminize de reklamlariniza da  ,0
  ve  in bindirim indirim reklamlarina kanan var mi acaba,0
sen beni bitireceksin  ,0
"trendyol hepsiburada bi sal kocum ya dakika basi reklam baydin artik anladik kasim indirimi yeter artik
     
",0
trendyol tesekkur ederimsonunda fatura yolladilar banafakat faturada ne de saticinin   ne de yetkili servisin irtibat telefonlari yok demek ben kargo ile cihazi yollasam irtibat kuracagim ya da guncel durumu sormak ya da irtibat kuracak kimse yok,0
geliyor gelmekte olan  indirim gunleri,0
 sik sik reklam yapacagina gonderdigin urunleri saglam gonder daha dun geldi urun saatin arkasi elimde kaldi fatura da yollamamissin  nette de gozukmuyor fatura iade nasil edicez acaba  trendyol ,0
arkadas nasil bir indirim  donemidir  dan kacsan  ya yakalaniyorsun ,0
trendyol ve hepsiburada da indirimler baslamisbutun sosysl medya platformlarinda dakika basi reklamlarini gorup kafayi yeme sezonu acilmistir gecmis olsun   ,0
gercekten acayip bir sekilde baydiniz sizden kasim ayinda alisveris yaparsam opsunler beni    ,0
 ve  reklamlarini nasil engelleyebilirim,0
 rakip firmalarda baktigim elektrikli isitici sizin boy boy indirim reklamlarinizdan daha ucuza gidiyor market zincirinde satisa sunulan ayni urunse hepinizden daha ucuzo yuzden reklamlarinizi kaldirinda youtube kayfimiz kacmasin daha fazla,0
reklamin da bi ayari olur paraniza yazik   ayip ayip alacagim bir sey varsa da almam artik sizden,0
   bir birakin pesimizi yaw biktik her yerde sizin kalitesiz reklamlarinizi gormekte mecburiyetindemiyiz  mail youtube sms  instagram ve facebook utanmazsan tuvalette gelip reklaminizi  yapacaksin,0
 kardesim beni bi salar misin param yok benim benden ekmek cikmaz size ,0
com     indirim yalani insanlari boyle kucuk numaralarla kandiriyorlar   ,0
 baydiniz amk heryerde 50 kere reklaminizi goruyoruz,0
 21072020 tarihinde aldigim telefonu imei klonlanmasi nedeniyle kullanamiyorum ne iservis ne de musteri hizmetleri yanit vermiyor,0
basladilar yine muhtesem kasim super kasim en harika kasim bizim kasim yapmiyoruz kardesim alisveris falan bi de buyuk indirim diye bindiriyorlar sanki anlamiyoruz dusun yakamizdan     ,0
1 haftadir sepetimde 12999 tl ye duran urun bugun 17999 tl buyuk indirim salak olan biz miyiz siz misiniz trendyol    yutmayin bu yalanlari sevgili arkadaslar,0
"favorilerime ekledigim urunlerin hepsinin fiyati bir bir artiyor hayirdir 9 kasima hazirlik mi yapiyorsunuz canim  trendyol 
 ",0
 da tekrar fakir yolma indirim gunleri baslamis bulunmakta,0
 da bi tane yolluk begendim artik nasil begendiysem cift tiklayip like birakmaya calistim 9 kasim beni etkisi altina aldi ,0
"indirmeden nasil bindirilir adli calisma
trendyol 
519 lira ceyrek mi ki bu 
 ",0
 reklamlari artik beni bi sal ,0
beratalbayrak uretin diyorsunuz ithalati azaltin diyorsunuz biz muzu   burda 5 liradan asagiya satiyoruz tezgaha gidene kadar fiyat 2ye 3e katliyor ciftci neden uretsin dogrudan  a satamiyor muyuz  ,0
 bi sal bizi ya  gereksiz influencer larini da al bu gezeni terket biktim senin indirim seylerinden hakli bir isyan,0
 daha once favorilerimde olan urunlerin fiyati kasim indirimine hazirlaniyor galiba  50 artmis indirime iki gun kalakasim da da  51 indirimle mega indirim mi demeyi planliyorsunuz ,0
2  alibaba tarafindan satin alindiktan sonra baska bir trend yakalamaya calisiyor ulkenin en cins developerlarini satin alarak cok buyuk bir tech devi olma yolunda ilerliyor piyasanin en az 50 uzerinde maas veriyor peki neyi amacliyor derdi ne,0
1  tuvalet kapilarina bile reklam vererek ne yapmaya calisiyor ruyamizda bir trendyol reklami goruyoruz gozumuze soka soka trendyol ne yapmaya calisiyor herkesi ayni saatte websitesine davet ederek sitenin cokme riskini gormuyor mu ilginc sorular buyrun cevaplar,0
bu nasil manken aq bagcilardan mi buldunuz  ,0
trendyoldan 1aldim2geldibirde iade etme hakkiniz var diyorlar elbette edecegim orda sorun yoktanasil bir perekandeciliktir bu demezler micayir cayirda reklam veriyorsunuz  ,0
"bir gun gelecek umumi tuvalet kapilari bile 30 saniyelik reklami izlemeden acilmayacak
",0
"trendyol 
16 ekimde bir urun aldik ama teslim edilmedi para iadeside yapilmadi
sikayet ediyoruz sonuc alamiyorz
iade talebi istiyoruz yapilamiyor
",0
 once fiyatlari yukari cekiyorsun sonrada indirim yaptik diyip bir onceki fiyata tekrar indiriyorsun nerde indirim  yada bu nasil bir indirme anlayisi yada soyle sorayim indiriyormusunuz fiyatlari yoksa halka bindiriyormusunuz  trendyol ,0
bi  reklami daha gorursem kanser olucam,0
trendyol sizden migdem bulandi artik   bu kadar bagirmaniza gerek yok alisveris yapacak olan siteyi biliyor gider yapar,0
tam bir ay once attigim twet ayni cuzdan bugun 169tl den 99tl ye dusmus   gercekten cilgin indirime inanan var mi hala trendyol,0
trendyol batagina duscez yine hayirli olsun  ,0
 de  izliyorum her dk de bir  indirim reklami cikiyor videonun yarisinda kapattim sanki indirim de bile olsa alacak paramiz var 1 kere ciksa neyse de abi 4 kere cikmak nedir,0
trendyol sadece soruyorum reklamlari sizce de biraz abartmadiniz mi ,0
trendyol gozum ustunde favoriledigim butun urunlerin fiyatini ezberledim helee bi indirim gormeyeyim bu sayfa ifsadan gecilmez ,0
ruyama da link birak istersen  ,0
 ve  kullandigim her platformda reklamlarinizi gormekten kusucaaaam artik algoritmasindan opucem bu ne boyle biktim bir haftadir biktim  ,0
trendyol sakin bana 2 gun sonra elektronikte 56 binlik indirim yapmayacagiz demeyin phdler olarak cokkk uzuluruz tez yazmaya calisiyoruz biraz bizide dusunun trendyol   lutfen lutfen uygun olsun fiyatlar yaaaa laptoplarda,0
su tirendyol ve pepsi haorada bir bize reklam verdirtmedi bu ne herkes yukari kaydirttiriyor  ,0
"trentyoldan surekli alisveris yapma istegi beni bi sal lutfen neyin indirimi bu surekli surekli  
",0
trendyol kesinlikle bu sefer alisveris yapmiyacam kararliyim istedigin kadar reklam  ,0
bu ayki indirimi de super kasim indirimleriymis bakalim aralik ayinda ne cikaracaklar insanlara acele et tukenmeden al gibi seylerle hizli karar vermelerini istiyorlar cunku insanlar o an mantikli dusunemiyorlar onlarda bunu kullaniyor  ,0
 da indirimsiz 35 tl ye almadigim telefon kilifinin yeni gelen indirimle birlikte fiyatinin 39 tl ye yukseldigini trendyol a gore indigini gormem ,0
 yapma yanariz,0
ayni urun migrosta 595l trendyolda 25 l hayirdir   ,0
trendyol hasta yatagimda her yerde karsima reklamin cikiyor her sey 5 lira olucak herhalde  ,0
"rahmetli dilber ayin dedigi gibi bu gapitalizmin cok serefsiz bi sey oldugu besbelli

   ",0
eskiden bilinmeyen numaralar reklami vardi simdi alis veris siteleri ,0
reklamin bile bokunu cikardilar  ,0
trendyol firmasidan satin aldigimiz malzemeyi kendi kargo sirketi  ile teslim edememistirmalzemeyi bulamiyoruz diyorlartalebimize ragmen 1 aydir para iadesi yapmamaktauyusmazlik 13000tl civari mahkeme masraflari icin    ,0
allah askina 12 kasim gecsin artik youtube instegramtv heryere alisveris uygulamalarinin reklamlarini gormekten biktim   ,0
"evvet kasim geldi simdi butun influencerlar veya da bok bok video ceken her insancik 
 reklamindan kusturcaklar 
hazirlikli olun",0
 kazandigin yetmedi mi artik her yerde reklamlarini gormekten midem bulandi yeter ya yakinda gokyuzunden meteor seklinde dusecek diye korkuyorum,0
trendyol aldigimiz urunleri gondermeyi dusunuyormusunuz 29 ekimde aldik malesef ne gelen var ne giden kargoda yalaniyla oyaliyorsunuz  ,0
